Дата аукциона,Объем предложения,Совокупный объем спроса по номиналу,Объем размещения по номиналу,Доходность по средне-взвешенной цене
2015-04-08,181605.9607891933,373982.3627659041,154094.08705891523,13.024840839871093
2015-04-15,103923.67268296327,135007.88078011287,94017.72824360862,14.101133946791808
2015-04-22,180060.84778701555,423594.7540451737,136066.79681768114,11.015162946871996
2015-04-29,169744.27684501628,323352.4390648802,144449.56839713972,13.95792669436101
2015-05-06,183500.80127263494,252238.69060260343,126210.28701320337,6.93981939840869
2015-05-13,136742.0211494261,117748.80949778424,100204.4175960129,11.426446347075766
2015-05-20,92981.18781924267,167776.79348579276,47908.56864367963,6.373481887492144
2015-05-27,173390.08409894875,244882.99280927939,97710.55853665729,11.222432600548043
2015-06-03,165499.03296479164,193120.11765696525,134293.40217790756,6.85347464993768
2015-06-10,57752.25817529116,98369.58731066559,44487.57864857397,12.374299014982066
2015-06-17,158913.70005839923,390760.60996374587,120480.44937419122,9.22956472941246
2015-06-24,169277.92921530554,213360.41189146196,121793.05114852816,6.784563813422659
2015-07-01,53802.611512318625,131090.18696222675,49390.262584129065,12.95974206093698
2015-07-08,111342.94166214048,121876.02225876082,64380.5510890325,8.502428981645954
2015-07-15,132383.99970591808,266729.01267971244,109891.78451558306,8.799338969459429
2015-07-22,193229.79209947912,396976.0689463323,150173.7552078804,12.117207462343522
2015-07-29,112940.00936416848,137915.86595722905,76571.78351221506,13.578461104643692
2015-08-05,52159.02329446338,52019.41908765591,27279.238085641424,6.407288023189701
2015-08-12,178319.0876016511,355963.8367775613,131436.66608454208,6.978341606510015
2015-08-19,123742.38126752485,198594.396458896,72587.3965450891,10.33851649237973
2015-08-26,109775.71015960601,202749.7172991114,89746.78335072924,6.453040097720445
2015-09-02,106191.89219397068,197937.63654186795,79810.44176199255,14.564898411883222
2015-09-09,148804.04474284174,160260.24881614977,79652.4798942308,12.424192782063155
2015-09-16,53976.696581243275,96932.34965066315,52363.609519573656,11.75474177875879
2015-09-23,108225.48893097829,204934.7004843674,78910.06602922836,11.45616789315935
2015-09-30,191219.72131647877,278487.52301287936,187509.15653145837,15.053506419560637
2015-10-07,79368.67021839447,72853.63034035132,43683.64308749418,6.1822182565154975
2015-10-14,64166.44411338926,125837.55241503929,34367.183273160124,9.189756302937614
2015-10-21,176731.2966454182,148376.93225900485,148376.93225900485,8.818547747734
2015-10-28,67724.72414324844,134396.54426647993,55159.85247164273,14.77472013527053
2015-11-04,160260.65657058285,347111.37371367787,102729.85117323206,7.774395437797228
2015-11-11,162592.21274612876,353088.3476793506,161820.31776021834,10.126176769114265
2015-11-18,105802.71286891747,224291.38613538968,70930.32599150903,15.307573256035647
2015-11-25,178761.91277645176,273378.7781566555,156494.5305516783,13.545428740846823
2015-12-02,65468.58032538989,152825.921957383,49273.367927793115,14.264574661077416
2015-12-09,98007.44015459176,227611.4488042833,68076.05019559845,6.108376514802984
2015-12-16,185807.29646288956,177480.7792187239,122569.05009364772,15.50061967050805
2015-12-23,192591.07204063341,341819.18759055354,157138.6390437901,10.484455219783198
2015-12-30,93981.61575470968,127695.61512952579,78592.99344084626,13.5237452943768
2016-01-06,168736.85655887728,361493.5468520217,92063.34384314917,10.944203047025814
2016-01-13,58633.81400249664,101682.70746978594,42261.215648226156,14.877041827582998
2016-01-20,102637.2518828118,102536.04415507351,58656.76258540783,13.615106317174723
2016-01-27,142732.70949743915,138723.14064083569,77368.75091070426,13.0096913145912
2016-02-03,60914.45095462903,133838.92302816178,51967.404231420696,6.813487806418998
2016-02-10,62725.65711277879,155389.4727116573,43101.01935735202,9.706421470668909
2016-02-17,171919.93508862538,414382.501763164,170716.58698918446,13.533781852589417
2016-02-24,106438.93782963736,100260.2871725235,94578.81504926611,11.58404249735805
2016-03-02,113633.30138704645,265993.11081803736,63134.51920371105,10.926251042908591
2016-03-09,51703.04671511286,82555.44858523736,27307.048803952388,7.188179162680719
2016-03-16,67628.93701656573,128742.33408818448,59041.579583969215,11.833687650971596
2016-03-23,194325.8822711813,279300.70119281486,124923.56775672188,14.685991281894603
2016-03-30,83539.3757779179,203625.4170784866,42277.376503206826,15.69878826707639
2016-04-06,56473.98679258642,130734.07697066077,43137.686128779664,15.929647961193004
2016-04-13,61069.48471030983,106355.70054832415,60132.14554448247,11.230978441701488
2016-04-20,144409.79572028937,286331.81085940864,105024.98901494316,12.275580800840634
2016-04-27,137647.14678846503,320988.8266451843,71951.35568716505,8.809631895922303
2016-05-04,192561.7226114838,445481.6153570964,140151.88592372785,12.201325978015367
2016-05-11,91607.1774471699,102582.26434038531,67042.63975523824,9.533522280260527
2016-05-18,137548.4167776308,128215.6030357445,128215.6030357445,15.86210744479603
2016-05-25,154724.25710296177,264789.49611329456,101307.84379285722,14.137950197069486
2016-06-01,152709.6758830819,164384.14687724266,145908.53549011247,14.22537242923169
2016-06-08,192469.9869937886,391430.6709741296,155267.00088867117,10.182430362906189
2016-06-15,189909.272503102,431532.4754360717,99248.35862326309,6.26366974497252
2016-06-22,106469.50503170743,231884.26430661004,105792.15292474478,7.504168911035282
2016-06-29,139119.60730282028,201377.64272181856,137026.85872206965,14.421189231357086
2016-07-06,175749.30570667068,280632.6901851704,124326.772618051,8.734070719307063
2016-07-13,58456.32449763907,132697.49570356065,52987.76483590258,15.997176732861305
2016-07-20,199495.52556108581,347966.8584870956,176452.53705119132,15.44765729882428
2016-07-27,177447.10860161172,216572.73618441648,128697.43135490057,7.29159415151495
2016-08-03,193107.65408880837,353482.9580368624,118630.16494193288,12.717006844058567
2016-08-10,142719.23606868437,201073.79501502955,79463.0444386073,12.715731955927996
2016-08-17,128046.15513556899,270554.0051322544,97325.545747408,14.5218150031854
2016-08-24,132786.02581617283,232852.85140120628,124596.68686530238,10.03482866212397
2016-08-31,70102.28426759611,59511.97072080672,59511.97072080672,12.203095513534647
2016-09-07,155611.96521488353,180827.18404956732,88416.49926509714,6.1454466566788195
2016-09-14,102588.13382098955,184952.04988089154,71413.85920508357,10.374749220237291
2016-09-21,185623.80417406227,258394.70118182534,140516.24422869465,13.83653012741143
2016-09-28,109481.41734819053,203366.9210910435,101947.10922571318,15.495206236576422
2016-10-05,72061.02213935569,171159.26504187085,53761.71261504897,8.582443882989583
2016-10-12,118870.3634357392,293140.8990337731,88714.02765184638,9.287516102875083
2016-10-19,145010.12814750886,175208.1323382577,78005.53953912135,7.288797219106492
2016-10-26,69206.87584366587,73237.10912031314,39407.33537247038,12.408747448032146
2016-11-02,77282.01265987172,107239.17784999241,73293.81295372717,10.739616402628723
2016-11-09,150133.66077815407,164087.65087266843,89501.35754966957,6.408686162664789
2016-11-16,75340.25946082469,95953.62389276944,44338.13763676051,6.887025337570556
2016-11-23,68095.38066509012,107817.04407175763,41072.87688198804,9.642698610480755
2016-11-30,125512.59062822853,247720.5864485088,65223.37957141203,13.994103989090426
2016-12-07,144185.05842363616,135388.3790958626,135071.02168905575,15.208724005318132
2016-12-14,59161.69397822956,75176.29135404818,53428.96368910184,13.482596903836583
2016-12-21,77678.1529034566,89787.69919501836,53227.87077527533,10.845229851910213
2016-12-28,142738.2157295444,203709.2995234542,104379.79791168062,13.474709381337565
2017-01-04,55502.480433589684,68220.47450595936,47547.57593322818,14.952068376871994
2017-01-11,126751.61631734992,216059.90840066303,70167.92098932395,10.474123668234547
2017-01-18,129892.58996825348,157455.77887823991,82432.64528384458,9.772841631046226
2017-01-25,53010.67966665896,71433.72403918611,32109.84111585312,9.274973521779147
2017-02-01,67964.31977288768,157262.39330527696,54153.71355050401,12.791023191444896
2017-02-08,168375.68579110075,277373.9786551179,91505.47445349039,11.371065418185477
2017-02-15,138026.16770313188,285334.1957522168,98803.24031084371,7.275803027955638
2017-02-22,92566.38586980867,131188.77581243185,76178.305235436,11.70778304668912
2017-03-01,103414.50888467694,256165.59004173207,83030.20716158664,8.372267917359945
2017-03-08,65267.370893060564,69174.31073806265,40660.19258777345,7.6068137325955565
2017-03-15,77985.05360769587,100184.41830976079,45752.801365458145,14.967654246264251
2017-03-22,62035.06184924633,104942.81351685937,43747.02719714222,15.823786169086064
2017-03-29,66805.83532520785,98629.09683637125,65786.05872163002,14.655071258939802
2017-04-05,172560.810642392,213705.31404704062,101024.6556255722,12.68643219924431
2017-04-12,189406.39836913787,330797.6910246054,148836.749571864,8.799790936602841
2017-04-19,165423.93997879053,184939.72550217158,109484.11727705343,10.254364386164168
2017-04-26,126141.55680266826,152895.7451947606,70313.62632677329,12.106200424416325
2017-05-03,93294.58298603837,166820.50811021842,53847.89406806883,10.811401018548175
2017-05-10,129888.41488273788,115353.9028937101,86804.70551004719,7.344146769389742
2017-05-17,59506.24557091516,147749.98483659388,39344.15631535487,14.09874445854635
2017-05-24,88196.09821456458,172736.8763103348,77622.61460542181,11.956387406078443
2017-05-31,120736.42828252376,181120.2843170952,81428.76836302024,15.29529144247826
2017-06-07,174592.91116815936,426101.9870056263,98147.16263330996,13.308674752036442
2017-06-14,190751.06852315567,211370.5365573312,101717.65128808496,13.41120649290059
2017-06-21,136170.9669769868,303812.25913397677,77601.9533294301,13.952673118598902
2017-06-28,80244.09800716168,86520.39838763843,46712.729397780444,14.14574720231382
2017-07-05,149779.58310443003,253009.35262258654,101762.53171080451,14.772005408131083
2017-07-12,108866.76611339531,238224.33120569546,78336.98174846824,9.769444294249077
2017-07-19,119401.96785044097,156696.2633913807,104333.9995134669,11.02720390092479
2017-07-26,84831.9042720226,197596.98436309348,58699.063807212355,11.435528611139887
2017-08-02,185970.81664468205,346129.7381130458,103855.22036968991,15.398321236134752
2017-08-09,144156.20796071267,197398.7962058894,82116.57091534771,13.94025189270296
2017-08-16,143010.91338927703,244103.0193474189,135423.65408164734,13.885972112245307
2017-08-23,72751.23195991268,96753.86515199998,45414.561505037025,13.439462925726769
2017-08-30,55029.86521036691,97337.51149181346,48493.9319575753,14.767656367617494
2017-09-06,101312.26230738612,222495.65014964828,56260.30693065691,14.464522917345182
2017-09-13,69123.29934979737,101983.71361240403,62117.492794391816,7.499174273487737
2017-09-20,84387.70928489622,171123.87504001727,72574.97160272495,12.411476328852974
2017-09-27,154092.266670065,265444.20074560866,96446.27720121329,9.456959935039194
2017-10-04,77239.65752021385,181078.0234096454,61150.31997402594,10.008514167636399
2017-10-11,119300.8705466199,287560.63245629414,68797.91321895696,11.862298320167973
2017-10-18,125883.3018326699,231558.834195479,64081.53578441694,14.721239089441514
2017-10-25,189817.74237254186,334217.112480842,161027.21449141242,15.224993811772958
2017-11-01,156085.7951470098,165344.2383848096,123018.1110388066,12.06715046382856
2017-11-08,113619.6006953579,233142.33053262075,109891.00390816347,15.255685129067764
2017-11-15,117625.90571061982,116744.26166345905,116734.37185984857,14.388980864459342
2017-11-22,68699.40218049003,162503.70936996178,64230.38110657067,11.188380571260721
2017-11-29,138691.3153617394,205028.00900487773,73143.13954066571,9.35197241645901
2017-12-06,170428.0172897017,137684.43887617643,113632.80994439061,9.981686935909433
2017-12-13,130609.34044068844,308728.4224651178,87922.68116455051,9.469532018962276
2017-12-20,160625.18721646225,251984.05518388597,98351.1894754586,10.524395161326934
2017-12-27,71128.55305696998,78231.29936362979,53288.36581107701,10.189254495045478
2018-01-03,187226.885160215,265126.3057137151,147964.31677154047,12.322642879195303
2018-01-10,51964.16848825005,100187.62004673594,30607.829733819155,15.610703174694551
2018-01-17,72299.40916296694,108800.56191967397,39235.069868654115,15.968742518459473
2018-01-24,125329.25154968639,227115.97086759997,66867.94812868374,13.499604703991778
2018-01-31,81485.83896433786,189592.47342948834,49100.90733692843,7.906877206636666
2018-02-07,55482.45017721423,88911.39243780934,43410.610105749285,6.657086394283524
2018-02-14,166329.1425042516,261235.0574270657,126775.26316954078,10.407627469382282
2018-02-21,110114.45913129889,192853.20436815018,63604.32742368456,7.819281304952711
2018-02-28,179267.8431520276,431748.0075797384,123095.09955502852,8.707446731435537
2018-03-07,146599.93148585237,219144.6277028248,75160.7847431672,7.561525973661904
2018-03-14,157395.83432710962,302226.86957328324,80830.31533705826,8.219721619329494
2018-03-21,84661.21948821071,164430.51595576023,43164.9688256318,7.041085819845739
2018-03-28,169987.4128059784,187585.5170387704,140473.01744944535,8.381827810467264
2018-04-04,64916.20891390178,78768.85561117345,55901.5199769233,14.556964681062858
2018-04-11,174532.97968504875,257473.14608846634,145567.9346270082,8.04984295415821
2018-04-18,93972.159539152,218369.76894715076,47596.98918480936,6.85508530854468
2018-04-25,81182.9382719041,68608.08647534328,47956.199999567594,11.83041560969692
2018-05-02,113213.6825888747,262377.4540527914,102879.73926092488,9.41817351697876
2018-05-09,88913.51501469387,128522.44929048255,70699.35662454103,8.680636408228763
2018-05-16,143622.3361773701,214858.98744999894,111454.32098573132,10.361265291353167
2018-05-23,94169.86393128765,227172.61321010045,83039.25883222758,7.401131757664525
2018-05-30,180270.19638468692,293593.9974229368,170765.6510016219,13.998552559473152
2018-06-06,113782.02567038502,95371.84634363619,72176.3399364871,11.416342146608669
2018-06-13,145021.7329739221,179596.22877120404,82615.69616820266,14.34930236799299
2018-06-20,197660.3271055328,334772.02044762357,115797.25545177636,8.72307326519369
2018-06-27,52758.60148212001,124209.99601623161,29485.491969204522,11.765164755142536
2018-07-04,91108.2831030809,158719.97726506967,75229.03813208074,14.297418037072017
2018-07-11,80963.19076409048,66283.99014585826,46022.94407210702,15.00018641848105
2018-07-18,181083.5116343773,328775.6354510588,144913.60675867726,12.650366745462556
2018-07-25,76305.69179351744,179661.77483551684,54130.133199070755,9.831385282494974
2018-08-01,127837.65579242563,112476.95709467209,74547.46592573514,13.380336164263705
2018-08-08,62419.80018876897,113938.51821677016,38867.22129578469,9.892956140419766
2018-08-15,93304.06051560499,131058.95313583588,80196.9815832069,8.97121715623175
2018-08-22,134960.6960445346,217190.3160118486,112265.1092332825,15.36829739324758
2018-08-29,159885.81458153753,186330.71144489027,82435.77776600857,8.62264044299825
2018-09-05,139261.68960503823,123584.14933175204,104193.24592659726,11.968428489168891
2018-09-12,100136.58362254412,211343.34130329185,55405.484255745585,6.751377817358088
2018-09-19,159228.3134305405,261506.26996271813,134420.73298763562,10.348273386037462
2018-09-26,86960.30498586602,190658.20249997565,78238.87681577631,12.946964708544268
2018-10-03,90821.7705844944,163787.26663873505,61803.02951968621,6.915820733266342
2018-10-10,187597.03631933642,193711.13750070182,182929.37384802382,10.460057729579557
2018-10-17,77769.93932579295,133860.07791758224,72829.44200830242,13.322248864095611
2018-10-24,170984.17217921745,328277.9363675727,144676.25374118754,14.491956515653193
2018-10-31,87450.2013288779,142720.69079325366,53397.505775925405,15.87668007996647
2018-11-07,191608.900952992,166129.8183528742,163401.69214922038,15.252483174156659
2018-11-14,77086.30176910003,136096.39704747187,73828.95447152574,6.339459785857988
2018-11-21,154613.040087026,201846.28986406108,148768.37304953588,15.710582451653679
2018-11-28,191639.97336701507,307805.2584394557,178420.9020219191,14.445493985350703
2018-12-05,97865.07098648834,216199.23871243364,50743.41289248103,11.96269878482053
2018-12-12,84501.32559315546,84920.76531491603,45501.9865697305,12.962887758781397
2018-12-19,100981.24456520993,205204.34168658988,53790.504599657565,9.152903378306103
2018-12-26,130923.69385630058,280730.43093442515,86327.97448305423,12.25891376437009
2019-01-02,182896.66223542808,337804.1763591043,112752.0863019931,6.24400781556538
2019-01-09,180514.83108513948,150938.91984990632,150938.91984990632,11.289371340272119
2019-01-16,190860.15477693442,411863.1402436174,190663.00678525478,9.507118154517102
2019-01-23,165078.24333966905,244857.6782480226,122147.63388048617,12.2750546321837
2019-01-30,181051.5671279508,447730.00598387356,160074.33634543128,10.177667821673337
2019-02-06,113203.55034156052,232507.63012848407,70116.98549147834,7.104741131313947
2019-02-13,103193.32364611648,132944.60750711765,66885.17170965197,8.336077510499099
2019-02-20,56313.97844545428,46762.3217943954,46762.3217943954,10.277731337358624
2019-02-27,107648.99707395225,210496.8898472698,65571.90460505862,15.499611839502254
2019-03-06,167951.75216233282,159889.8503814547,119042.5875623589,14.791183075621646
2019-03-13,191709.80334371154,305697.1107422216,154653.3900690446,7.6703394609207525
2019-03-20,198675.29392054648,237186.888857666,192986.40311754038,12.496466489923684
2019-03-27,141160.51923182886,235959.75529824515,86860.99481250792,7.765280320055083
2019-04-03,83072.9313605263,92787.89911036634,73917.64941143461,9.501252591667301
2019-04-10,58676.40148450946,143608.9946975293,55266.888448482954,15.27752283195213
2019-04-17,199236.17339696529,218287.51956245606,139090.9584911095,13.582384757040913
2019-04-24,154403.09270806884,163917.88078622945,140185.12517015435,8.244405718366608
2019-05-01,83572.64222339346,143147.9450356083,66563.09962894066,11.800862078378112
2019-05-08,63723.02560966323,146033.00422321455,40323.93196273549,7.295149212828042
2019-05-15,183312.2119803466,444460.1726230855,170675.366255311,14.09516074724878
2019-05-22,148286.29709585325,257492.85719318115,80592.62080974114,10.084532130706988
2019-05-29,105903.2775518471,131487.5430378886,91257.91931919905,10.958757350787709
2019-06-05,62156.93238614719,72991.59698238944,52313.10058058961,6.761308594903002
2019-06-12,177681.0371073153,291707.6820337303,131536.07929328454,11.924077846595177
2019-06-19,173702.14488877237,241667.5651329669,145737.5024287574,11.65731963995791
2019-06-26,90054.2405254132,206554.79783124602,80932.91763821342,12.584518346584256
2019-07-03,177587.2593641363,403904.48784977064,151691.7495169904,14.37013328363672
2019-07-10,154620.71925039255,302475.12944617507,125135.42774325048,13.527166395576412
2019-07-17,73790.76579396105,169532.83004272336,69062.38367939513,6.2924728303455915
2019-07-24,173872.5125847144,177189.78707968554,116070.23489463105,13.435082562916078
2019-07-31,74113.98440724623,162349.93948684,67893.38194857148,11.074677337608362
2019-08-07,50957.88075752504,65631.95804344269,41197.584550111744,15.811861780274235
2019-08-14,144772.02905250026,179758.51893779926,118279.16056054403,11.399853797158555
2019-08-21,166976.80927267153,163949.03315110912,147025.41009996698,11.412665786761103
2019-08-28,194448.8005788492,268569.31594685605,158730.68445933313,15.320281055100175
2019-09-04,65376.459198601886,156464.72328336956,55173.9960279509,6.678370591051719
2019-09-11,95144.53504202244,190659.42501023642,50776.28835178464,11.821704601762733
2019-09-18,101882.45854294351,189048.6459803008,53271.384703258394,14.715368061523762
2019-09-25,196023.34537660953,479687.2296737945,171486.30265128042,7.30086240130632
2019-10-02,163739.4793893534,137835.526642764,83680.98909947746,9.236102191495412
2019-10-09,123296.47856069986,260117.6696922225,103772.1961565446,10.459027063767483
2019-10-16,91043.99994224988,227164.94494291669,64922.625199204886,10.513870243296754
2019-10-23,74543.57317875038,160356.36293569717,63126.562469545606,8.207696127887605
2019-10-30,62357.156842376404,122023.52838192208,51585.307643199696,8.732595269982093
2019-11-06,192629.53433756155,203570.5867680558,137954.99287016015,15.436159201675988
2019-11-13,112959.09753891834,212983.71319677477,78935.50095966258,8.7421520234867
2019-11-20,197596.64719397423,295578.4640467397,187133.82604988673,8.299546058910861
2019-11-27,81965.7056037625,69910.8405053335,67690.0183821304,9.685263437237612
2019-12-04,179653.73747594556,288246.66817198537,176796.6527002364,7.855255157031212
2019-12-11,180293.4751933416,382260.86735853285,159642.82683333958,14.447832281168877
2019-12-18,164153.59864144982,306076.62178810494,92848.95880813533,6.325261794912519
2019-12-25,188127.17717235303,347716.5027923736,168988.74461810713,10.815223515125501
2020-01-01,67596.22834435917,68462.53124731561,56968.92802242745,10.303058948994627
2020-01-08,80078.7090050505,130985.60352090168,42610.23889630689,11.819714019143987
2020-01-15,90349.01066526465,194778.95720461366,59194.953301071524,10.552201490818012
2020-01-22,51743.08098621509,47767.127598972336,36025.95343096688,10.799388347171234
2020-01-29,140003.08221789557,181419.68775208388,118651.34418060903,14.601223971892045
2020-02-05,166977.64833400247,144828.3977541232,123605.78419763266,7.049301784181749
2020-02-12,86306.75237937912,213809.99690597953,49302.539957872614,10.98888153451356
2020-02-19,142723.36014771787,284617.561787782,111299.15037860844,6.097708474191837
2020-02-26,98969.19623659879,166279.11587707206,53832.636516543374,9.506269312091808
2020-03-04,54980.46631870499,51328.853162514315,38401.74656850844,7.327157540430603
2020-03-11,135131.12723923373,266490.80519290676,121657.65517129067,8.001502442448102
2020-03-18,75122.38733886047,73452.06573922955,61466.27352962259,13.064757264869012
2020-03-25,54737.9217238463,130909.06888712583,28791.360890124208,11.412963353010705
2020-04-01,156359.07791763745,356599.94177634997,134006.5260894492,14.017280830697919
2020-04-08,100917.5288814209,220525.25591983195,54501.26060263848,14.948166560605276
2020-04-15,132138.85642306044,289305.6326943828,95953.83863927455,12.43577695196525
2020-04-22,128960.39914041698,263556.649757608,69743.71710245345,6.603520839905638
2020-04-29,87065.48510152196,93266.80752923478,81483.8721152035,8.192139873580443
2020-05-06,196379.7883728697,269575.0219942203,116072.0330573623,13.89698507142479
2020-05-13,148806.16632513143,245073.74395659464,115723.84362843611,13.192017782722639
2020-05-20,84268.21119969481,210145.33962802636,83206.14363174913,12.50325686346937
2020-05-27,79931.36763937178,156376.76944307817,42851.142605232,6.306525022058061
2020-06-03,88652.43327668206,140643.4529891548,82813.45181418804,13.27169069766308
2020-06-10,161405.97817999715,245875.9678986202,108620.97701936487,9.710387629846027
2020-06-17,198147.43456040867,172028.75439547576,172028.75439547576,11.786754085723935
2020-06-24,115792.31287843856,235398.59558761638,86072.41760605313,14.734232380816605
2020-07-01,185105.2796016888,280790.9328221014,118173.78320520133,11.923503285933622
2020-07-08,186854.50184250364,216401.0047263017,151629.30623939232,12.315602200925206
2020-07-15,159966.95336229214,163752.5816660868,137237.6460515781,15.09032520665641
2020-07-22,76952.46633053629,92637.19907695122,75851.85729921184,7.809769527094898
2020-07-29,178157.76400543688,291621.5189004408,111101.94970688436,14.707499012725114
2020-08-05,116795.78825039983,195655.07831756538,79376.36639764626,11.929508514349275
2020-08-12,74528.58088775341,109172.34300490074,73388.75278325188,8.581334327011275
2020-08-19,148510.49968119382,200908.43592488227,131689.69003344286,7.308736607183498
2020-08-26,195473.15676178172,307174.77148098534,120807.34299359814,6.734967473300126
2020-09-02,75463.68576313111,127051.84707738333,50447.59378525936,14.288833658826094
2020-09-09,114633.12854927088,140175.0246480962,92689.19456609436,13.067772168854457
2020-09-16,75056.28618514248,81432.51792348493,38904.35364994201,13.364020150656405
2020-09-23,149570.67914327077,240341.0094426672,137916.91325413669,14.056701529500533
2020-09-30,137803.15465951283,313648.41037107934,83084.36138075545,7.119196193977279
2020-10-07,90462.44172754844,81149.12124909936,69256.6671008956,15.366056922949614
2020-10-14,55901.53110027645,56325.64784488328,40590.07457168885,15.33875017527905
2020-10-21,97423.41574651258,161946.8635987285,50736.79283877504,7.483432009620889
